obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
18, 23.0, 98396, 27601, 1868, 2554, 3673, 5554, 5047, 4495, 77, 47, NA, 149188,  X*
19, 23.9, 222474, 51061, 8350, 3801, 3011, 5153, 1574, 934, 63, 43, NA, 296358,  X*
20, 24.9, 250798, 12674, 2607, 7934, 7650, 4766, 6546, 2304, 77, 40, NA, 295279,  X*
21, 25.9, 324834, 42430, 11747, 3308, 21327, 22005, 12156, 11702, 90, 27, NA, 449509,  X*
22, 26.9, 44147, 14694, 10547, 14931, 35428, 8192, 7774, 5908, 94, 37, NA, 141621,  X*
23, 27.9, 11613, 10523, 7277, 6350, 14323, 9701, 7215, 6659, 100, 41, NA, 73661,  X*
24, 28.9, 40703, 23119, 1232, 18687, 11887, 16964, 3614, 4020, 100, 41, NA, 120226,  X*
25, 29.9, 9787, 16820, 18725, 4013, 2829, 11351, 4731, 4236, 100, 51, NA, 72492,  X*
26, 30.9, 22211, 3547, 4236, 7665, 15125, 8052, 4755, 6724, 100, 51, NA, 72315,  X*
27, 31.9, 13480, 18752, 1268, 12921, 13166, 6951, 4169, 3704, 100, 50, NA, 74411,  X*
28, 32.9, 16062, 16906, 3271, 9064, 9367, 5842, 6139, 7324, 97, 50, NA, 73975,  X*
29, 33.9, 63457, 50029, 7687, 8552, 19328, 10415, 6234, 3598, 84, 41, NA, 169300,  X*
30, 34.9, 8777, 15851, 7283, 2733, 6859, 15609, 5766, 5110, 84, 38, NA, 67988,  X*
31, 35.9, 16342, 18731, 3341, 9507, 6551, 27804, 4143, 4548, 100, 37, NA, 90967,  X*
32, 36.9, 63223, 10220, 12897, 3649, 10129, 13514, 9806, 3869, 100, 38, NA, 127307,  X*
33, 37.9, 35657, 19633, 6457, 4433, 7253, 11890, 6834, 5565, 100, 40, NA, 97722,  X*
34, 38.9, 34946, 13791, 8032, 7008, 4949, 4381, 6516, 7378, 93, 47, NA, 87001,  X*
35, 39.9, 23994, 6004, 12560, 7276, 9340, 4671, 8787, 5940, 75, 56, NA, 78572,  X*
36, 41.0, 22782, 8061, 8454, 8422, 12855, 6341, 9444, 2954, 66, 57, NA, 79313,  X*
37, 41.9, 8640, 23829, 310, 9970, 12460, 27795, 3513, 2981, 75, 53, NA, 89498,  X*
38, 42.9, 15489, 14326, 6434, 11929, 6532, 7693, 3058, 3268, 81, 53, NA, 68729,  X*
39, 43.9, 43102, 10242, 26511, 7272, 15292, 7995, 4859, 2698, 81, 53, NA, 117971,  X*
40, 44.9, 46182, 20666, 14463, 3200, 16232, 23381, 3254, 4077, 93, 48, NA, 131455,  X*
41, 45.9, 50208, 23068, 14418, 7467, 9849, 9327, 8922, 6010, 77, 56, NA, 129269,  X*
42, 46.9, 18362, 13356, 6460, 8809, 5625, 13898, 4058, 3758, 87, 53, NA, 74326,  X*
43, 47.9, 38637, 14145, 5385, 11187, 7965, 10777, 11099, 4264, 93, 48, NA, 103459,  X*
44, 48.9, 24142, 13217, 3283, 3493, 11106, 7875, 6424, 2065, 88, 47, NA, 71605,  X*
45, 49.9, 23892, 15254, 4657, 17367, 11222, 21084, 4211, 2619, 100, 47, NA, 100306,  X*
46, 50.9, 11661, 35169, 10803, 11260, 2680, 10001, 6835, 1621, 87, 48, NA, 90030,  X*
47, 52.0, 2861, 10331, 14544, 10816, 8443, 6738, 5357, 3881, 78, 53, NA, 62971,  X*
48, 52.9, 5897, 19208, 3559, 28376, 10870, 14095, 1367, 3277, 74, 63, NA, 86649,  X*
49, 53.9, 19513, 10049, 3678, 8139, 3375, 11034, 3287, 2573, 74, 64, NA, 61648,  X*
50, 54.9, 18643, 11591, 8689, 5739, 4545, 9032, 4001, 4553, 81, 66, NA, 66793,  X*
51, 55.9, 9125, 3767, 7911, 2608, 10498, 8826, 5678, 2933, 96, 60, NA, 51346,  X*
52, 56.9, 6472, 27468, 7673, 13579, 12216, 19477, 3705, 3905, 100, 54, NA, 94495,  X*
53, 57.9, 16334, 15599, 10444, 7417, 9799, 8070, 3475, 2804, 91, 54, NA, 73942,  X*
54, 58.9, 10409, 12366, 21784, 9521, 12019, 10044, 3971, 3613, 87, 57, NA, 83727,  X*
55, 59.9, 11757, 20906, 5493, 4909, 5884, 12444, 3627, 2576, 81, 53, NA, 67596,  X*
56, 60.9, 20824, 11896, 12084, 14353, 21829, 13676, 2221, 3317, 80, 56, NA, 100200,  X*
57, 61.9, 27935, 12462, 1342, 6637, 6699, 5402, 3100, 2766, 81, 54, NA, 66343,  X*
58, 62.9, 19517, 21370, 11988, 14603, 14544, 9774, 4008, 2074, 81, 50, NA, 97878,  X*
59, 63.9, 30250, 31991, 13174, 10798, 13467, 13919, 4236, 1844, 75, 53, NA, 119679,  X*
60, 64.9, 7593, 8796, 8342, 1752, 4596, 4255, 7205, 3929, 69, 53, NA, 46468,  X*
61, 65.9, 50771, 13810, 10129, 19394, 14112, 6062, 5162, 3529, 60, 60, NA, 122969,  X*
62, 67.9, 21971, 45680, 5660, 4179, 15125, 18345, 7315, 2285, 66, 48, NA, 120560,  X*
63, 68.9, 2309433, 500058, 129720, 204093, 136909, 53189, 122019, 130952, 48, 51, NA, 3586373,  X*
64, 69.9, 2642326, 1154436, 210709, 91978, 157743, 68772, 126514, 48672, 26, 44, NA, 4501150,  X*
65, 70.9, 1350648, 333090, 598214, 129439, 83833, 54414, 60298, 44314, 13, 48, NA, 2654250,  X*
66, 71.9, 97940, 25515, 4668, 8311, 5509, 4392, 2293, 2147, 1, 56, NA, 150775,  X*
67, 72.9, 1694476, 170661, 46866, 12327, 17635, 9765, 22584, 8168, 1, 53, NA, 1982482,  X*
68, 73.9, 737764, 297846, 274193, 63457, 48359, 74758, 85368, 44813, 4, 63, NA, 1626558,  X*
69, 74.9, 108940, 42439, 13715, 47311, 11538, 11484, 15232, 9209, 16, 60, NA, 259868,  X*
70, 75.9, 425162, 10943, 7900, 8467, 1123, 2926, 2749, 1429, 16, 67, NA, 460699,  X*
71, 76.9, 1750893, 251081, 27600, 34422, 26727, 27528, 38525, 13122, 26, 64, NA, 2169898,  X*
72, 77.9, 691855, 20135, 11002, 7480, 1836, 1429, 910, 923, 10, 64, NA, 735570,  X*
73, 78.9, 423247, 19517, 170, 2461, 998, 2214, 1725, 1292, 10, 48, NA, 451624,  X*
74, 79.9, 863356, 292572, 3013, 35895, 13633, 32849, 6918, 19370, 10, 29, NA, 1267606,  X*
75, 80.9, 1788849, 484743, 52812, 42273, 32379, 26148, 11060, 9790, 1, 27, NA, 2448054,  X*
76, 82.9, 659398, 30872, 8815, 47139, 24107, 8815, 10234, 11589, 14, 27, NA, 800969,  X*
77, 84.0, 2009247, 29127, 27213, 8291, 26524, 15145, 20966, 13649, 24, 40, NA, 2150162,  X*
78, 84.9, 338082, 18187, 8025, 13178, 17260, 18669, 22397, 5718, 44, 50, NA, 441516,  X*
79, 85.9, 1304184, 64626, 11144, 9807, 10528, 11042, 8758, 8509, 60, 53, NA, 1428598,  X*
80, 86.9, 89399, 17504, 3519, 9781, 12184, 6838, 9262, 3141, 67, 47, NA, 151628,  X*
81, 87.9, 911221, 227324, 22289, 42326, 25309, 21326, 58650, 36565, 53, 40, NA, 1345010,  X*
82, 88.9, 847484, 169356, 17302, 14222, 11467, 7420, 13270, 6883, 17, 35, NA, 1087404,  X*
83, 89.9, 85222, 85433, 22115, 7364, 5272, 6000, 7890, 4009, 7, 37, NA, 223305,  X*
84, 91.9, 224391, 159385, 33032, 8845, 2969, 15898, 28418, 9426, 1, 34, NA, 482364,  X*
85, 92.9, 23185, 13896, 1255, 603, 285, 572, 148, 56, 1, 27, NA, 40000,  X*
86, 93.9, 476100, 9509, 29304, 8198, 22867, 21603, 10216, 8079, 16, 40, NA, 585876,  X*
87, 94.9, 17726, 9251, 34014, 18301, 7366, 20312, 6306, 8196, 40, 50, NA, 121472,  X*
88, 95.9, 451687, 15641, 11904, 3194, 13558, 7375, 3833, 9190, 54, 54, NA, 516382,  X*
89, 96.9, 34286, 16551, 17475, 9398, 13657, 11432, 4029, 4882, 81, 67, NA, 111710,  X*
90, 97.9, 79620, 19090, 12650, 6690, 15314, 12719, 2695, 6118, 78, 63, NA, 154896,  X*
91, 98.9, 17669, 18224, 9325, 5769, 9260, 8183, 5700, 6567, 75, 54, NA, 80697,  X*
92, 99.9, 619933, 178971, 11237, 25654, 6351, 7258, 5955, 2399, 48, 50, NA, 857758,  X*
93, 100.9, 1636045, 284253, 43797, 29312, 1941, 17275, 7459, 4700, 26, 41, NA, 2024782,  X*
94, 102.0, 614984, 59750, 15358, 4135, 3567, 2928, 3691, 2383, 1, 38, NA, 706796,  X*
95, 102.9, 188434, 7405, 5312, 1609, 773, 1455, 768, 244, 1, 41, NA, 206000,  X*
96, 103.9, 66442, 72446, 8177, 22701, 22841, 5342, 8550, 3358, 1, 44, NA, 209857,  X*
97, 104.9, 14099, 5203, 3768, 3979, 14112, 36271, 5284, 3709, 27, 41, NA, 86425,  X*
98, 105.9, 5970, 19564, 9441, 3001, 11256, 8155, 3975, 5810, 47, 43, NA, 67172,  X*
99, 106.9, 17858, 7181, 6739, 4720, 11175, 10719, 6700, 3981, 57, 38, NA, 69073,  X*
100, 107.9, 41054, 10254, 33906, 1016, 6732, 6050, 2429, 2516, 66, 50, NA, 103957,  X*
101, 108.9, 2328, 19251, 10115, 7091, 7363, 5891, 4372, 3485, 40, 61, NA, 59896,  X*
102, 109.9, 25413, 3320, 3954, 19787, 6271, 7431, 3589, 4120, 40, 70, NA, 73885,  X*
103, 110.9, 14861, 7491, 2178, 8923, 18972, 13987, 6806, 7222, 43, 69, NA, 80440,  X*
104, 111.9, 34985, 9633, 30537, 7670, 3824, 14029, 3917, 2030, 51, 67, NA, 106625,  X*
105, 112.9, 46440, 10865, 13249, 17497, 7893, 13590, 6094, 1808, 57, 74, NA, 117436,  X*
106, 113.9, 9873, 4839, 19203, 6020, 5636, 11094, 10388, 1692, 60, 74, NA, 68745,  X*
107, 114.9, 35788, 9145, 8003, 8800, 16885, 10079, 9456, 3025, 54, 78, NA, 101181,  X*
108, 115.9, 3078, 7485, 11625, 4434, 4925, 9181, 2228, 4704, 56, 74, NA, 47660,  X*
109, 116.9, 12833, 6122, 11110, 13000, 7872, 12201, 3022, 2885, 57, 70, NA, 69045,  X*
110, 117.9, 26363, 17856, 18701, 3040, 14201, 18653, 7000, 1741, 61, 63, NA, 107555,  X*
111, 118.9, 9866, 5537, 4954, 8643, 16797, 18922, 6850, 1071, 70, 60, NA, 72640,  X*
112, 119.9, 14780, 10588, 9925, 12053, 3698, 7787, 3058, 2542, 66, 61, NA, 64431,  X*
113, 120.9, 6796, 8282, 2820, 13895, 6917, 3710, 3845, 1773, 57, 61, NA, 48038,  X*
114, 121.9, 17309, 19536, 7035, 10419, 3508, 8576, 1134, 1422, 50, 64, NA, 68939,  X*
115, 122.9, 9536, 23840, 11508, 3554, 1952, 4169, 3040, 1461, 29, 67, NA, 59060,  X*
116, 123.9, 9956, 7492, 7661, 14628, 7601, 8862, 3612, 1416, 30, 66, NA, 61228,  X*
117, 124.9, 27128, 9325, 4439, 1092, 3376, 5681, 3462, 4248, 40, 57, NA, 58751,  X*
118, 125.9, 7552, 10792, 8553, 3799, 9072, 17277, 1551, 3530, 51, 54, NA, 62126,  X*
119, 127.0, 11618, 5105, 8173, 16850, 8103, 7559, 2654, 4549, 60, 61, NA, 64611,  X*
120, 127.9, 42902, 19746, 7549, 9954, 22328, 9576, 4848, 3197, 57, 53, NA, 120100,  X*
121, 129.9, 1601631, 1091969, 440377, 178068, 193493, 89282, 106416, 90745, 38, 56, NA, 3791981,  X*
122, 130.9, 552632, 255486, 121242, 60192, 25394, 20051, 35166, 18942, 10, 61, NA, 1089105,  X*
123, 131.9, 1920809, 730923, 71476, 141768, 21623, 23117, 42095, 30015, 1, 50, NA, 2981826,  X*
124, 132.9, 679485, 14121, 8528, 1588, 1133, 2271, 2632, 1787, 1, 51, NA, 711545,  X*
125, 133.9, 805615, 63918, 14053, 16407, 25070, 9784, 3682, 5215, 1, 48, NA, 943744,  X*
126, 134.9, 1007538, 142595, 186528, 88983, 30933, 43929, 49842, 21993, 3, 56, NA, 1572341,  X*
127, 135.9, 451102, 123758, 82163, 66110, 29951, 29790, 52865, 19400, 16, 64, NA, 855139,  X*
128, 137.9, 1053842, 88091, 343474, 171236, 86033, 112982, 58530, 25187, 21, 77, NA, 1939375,  X*
129, 138.9, 830692, 289222, 35880, 64575, 45679, 27285, 12201, 16830, 20, 75, NA, 1322364,  X*
130, 139.9, 132728, 7275, 622, 5458, 4909, 3642, 1534, 1629, 27, 63, NA, 157797,  X*
131, 141.0, 134011, 61653, 11919, 11137, 16783, 11894, 2618, 4886, 29, 51, NA, 254901,  X*
132, 141.9, 997662, 113096, 17592, 13248, 29715, 14589, 5689, 10142, 24, 34, NA, 1201733,  X*
133, 142.9, 766629, 85040, 11300, 5336, 6786, 4876, 4039, 4967, 21, 29, NA, 888973,  X*
134, 143.9, 95214, 3539, 7583, 4152, 9954, 6314, 2436, 1786, 24, 35, NA, 130978,  X*
135, 145.0, 142723, 22154, 8958, 14064, 13904, 9110, 5982, 4391, 27, 40, NA, 221286,  X*
136, 146.9, 1744353, 1784342, 240794, 186740, 155618, 232389, 182169, 24296, 27, 40, NA, 4550701,  X*
137, 147.9, 889904, 316633, 93880, 91215, 26266, 27673, 32755, 53507, 29, 48, NA, 1531833,  X*
138, 148.9, 385959, 346050, 31001, 48270, 23076, 13561, 9869, 14113, 7, 40, NA, 871899,  X*
139, 150.9, 845790, 396367, 84744, 26322, 28950, 44683, 25280, 34995, 1, 34, NA, 1487131,  X*
140, 152.0, 739096, 14946, 12531, 19923, 5434, 9476, 3523, 6266, 4, 47, NA, 811195,  X*
141, 152.9, 1062847, 9545, 979, 7574, 6836, 6006, 1773, 821, 21, 44, NA, 1096381,  X*
142, 153.9, 145432, 69171, 8918, 3622, 46513, 18431, 15759, 11049, 38, 38, NA, 318895,  X*
143, 154.9, 138665, 16562, 479, 4489, 2758, 3007, 3966, 2441, 43, 38, NA, 172367,  X*
144, 155.9, 91891, 19340, 6647, 14335, 7217, 16187, 11431, 4823, 50, 30, NA, 171871,  X*
145, 156.9, 408407, 13314, 2326, 1353, 5337, 1623, 1304, 704, 38, 24, NA, 434368,  X*
146, 157.9, 398228, 78290, 6021, 3160, 11014, 10287, 6770, 4394, 34, 24, NA, 518164,  X*
147, 158.9, 65160, 30429, 14163, 13371, 17351, 14782, 4194, 4777, 38, 29, NA, 164227,  X*
148, 159.9, 18025, 33098, 8153, 3828, 9068, 4987, 4505, 2835, 24, 24, NA, 84499,  X*
149, 160.9, 153246, 131135, 15963, 15050, 2979, 5272, 3057, 2281, 16, 26, NA, 328983,  X*
150, 161.9, 205132, 37950, 2012, 13203, 18018, 11466, 3698, 4754, 23, 34, NA, 296233,  X*
151, 162.9, 21576, 20023, 11170, 9832, 6463, 7576, 3771, 4127, 20, 37, NA, 84538,  X*
152, 163.9, 12063, 61123, 15607, 4973, 12584, 6395, 4829, 3312, 16, 37, NA, 120886,  X*
153, 164.9, 357013, 97498, 16935, 8937, 6680, 9082, 4478, 2738, 23, 37, NA, 503361,  X*
154, 165.9, 2100420, 74743, 28469, 7223, 8869, 10403, 6242, 4336, 14, 41, NA, 2240705,  X*
155, 166.9, 322269, 40188, 27673, 2735, 4761, 2949, 1728, 1801, 1, 43, NA, 404104,  X*
156, 167.9, 559797, 253146, 10443, 71190, 11515, 12658, 7822, 7369, 1, 43, NA, 933940,  X*
157, 168.9, 406390, 175100, 29355, 19075, 30463, 13172, 14436, 4589, 1, 41, NA, 692580,  X*
158, 170.0, 1537190, 276232, 40118, 10045, 5680, 5513, 5803, 1496, 1, 35, NA, 1882077,  X*
159, 170.9, 737560, 46075, 5428, 4807, 1925, 3894, 3137, 1194, 1, 24, NA, 804020,  X*
160, 172.9, 672272, 56613, 29015, 17158, 17202, 15611, 4528, 3086, 3, 30, NA, 815485,  X*
161, 173.9, 1529306, 300535, 34615, 11714, 13625, 6660, 10278, 3282, 1, 27, NA, 1910015,  X*
162, 174.9, 134078, 15399, 3717, 592, 570, 1298, 2773, 1134, 8, 34, NA, 159561,  X*
163, 175.9, 236897, 90080, 45337, 8702, 19048, 4112, 10267, 9266, 1, 41, NA, 423709,  X*
164, 176.9, 725405, 91510, 25887, 44049, 80258, 11298, 3374, 2273, 1, 40, NA, 984054,  X*
165, 177.9, 990593, 166294, 24928, 27556, 25191, 35335, 12450, 11838, 13, 43, NA, 1294185,  X*
166, 178.9, 126677, 37614, 20031, 15480, 3555, 6155, 12362, 2641, 14, 53, NA, 224515,  X*
167, 179.9, 57933, 8705, 4929, 8805, 12708, 9796, 7652, 3106, 37, 51, NA, 113634,  X*
168, 183.9, 92147, 27673, 1006, 8282, 3700, 2233, 817, 1118, 35, 48, NA, 136976,  X
169, 184.9, 973210, 228443, 38260, 9217, 9164, 13136, 8189, 9463, 23, 44, NA, 1289082,  X
170, 185.9, 133346, 45614, 6921, 19599, 10844, 4105, 1182, 415, 21, 40, NA, 222026,  X
171, 186.9, 1279712, 70867, 10932, 11284, 13940, 17452, 4028, 1274, 13, 34, NA, 1409489,  X
172, 188.0, 44663, 33454, 14959, 5667, 14678, 4302, 1980, 4585, 16, 38, NA, 124288,  X
173, 188.9, 16732, 25519, 4649, 7734, 7677, 18744, 8523, 3972, 37, 41, NA, 93550,  X
174, 189.9, 53389, 26612, 9764, 14981, 8159, 14147, 8857, 4268, 50, 43, NA, 140177,  X
175, 190.9, 101837, 5166, 1248, 3200, 4638, 2437, 1454, 951, 51, 48, NA, 120931,  X
176, 191.9, 33166, 8762, 7684, 4502, 7156, 4912, 2346, 1840, 60, 51, NA, 70368,  X
177, 192.9, 32820, 8902, 5339, 5569, 2431, 3937, 2141, 2084, 53, 60, NA, 63223,  X
178, 193.9, 29229, 11324, 22072, 4554, 2658, 4876, 1870, 2841, 47, 67, NA, 79424,  X
179, 194.9, 152128, 21680, 20454, 29863, 9981, 4278, 10327, 2722, 35, 80, NA, 251433,  X
180, 195.9, 78244, 31213, 6303, 14518, 5308, 12623, 6888, 4768, 35, 78, NA, 159865,  X
181, 196.9, 416999, 299549, 139194, 44248, 33964, 18672, 10234, 12515, 21, 77, NA, 975375,  X
182, 197.9, 668670, 227681, 5041, 2626, 4648, 1582, 1134, 2544, 4, 43, NA, 913926,  X
183, 198.9, 466951, 116056, 4232, 16358, 10156, 10304, 31950, 6598, 11, 24, NA, 662605,  X
184, 199.9, 45878, 19837, 903, 5589, 2890, 1818, 2656, 1787, 7, 21, NA, 81358,  X
185, 200.9, 108993, 31910, 3182, 10858, 6903, 6731, 6613, 6290, 20, 16, NA, 181480,  X
186, 201.9, 362930, 224837, 28145, 14497, 10691, 10801, 8775, 2562, 30, 29, NA, 663238,  X
187, 202.9, 388549, 77275, 16989, 7676, 18839, 8174, 5716, 3351, 34, 35, NA, 526569,  X
188, 203.9, 76170, 15129, 5731, 3223, 3836, 12840, 3866, 3058, 47, 35, NA, 123853,  X
189, 204.9, 57568, 22782, 3010, 6032, 8742, 7144, 4849, 3425, 48, 34, NA, 113552,  X
190, 205.9, 24270, 8634, 13297, 7236, 3168, 27054, 2582, 4634, 69, 43, NA, 90875,  X
191, 206.9, 16988, 18183, 5198, 8631, 10362, 10399, 2605, 2112, 80, 47, NA, 74478,  X
192, 207.9, 430422, 111035, 37648, 3572, 9232, 9074, 2698, 5518, 64, 48, NA, 609199,  X
193, 208.9, 3821, 8691, 14796, 10358, 15123, 6605, 6372, 2385, 63, 57, NA, 68151,  X
194, 209.9, 12564, 9490, 7009, 6879, 9105, 10720, 4042, 1764, 57, 57, NA, 61573,  X
195, 210.9, 28588, 6741, 32805, 27300, 12480, 20768, 2915, 1347, 57, 69, NA, 132944,  X
196, 211.9, 22547, 11556, 20714, 2856, 16196, 4462, 6661, 2917, 63, 77, NA, 87909,  X
197, 212.9, 8448, 10501, 2214, 6577, 3377, 15457, 3281, 5290, 75, 67, NA, 55145,  X
198, 213.9, 88046, 45608, 4298, 2390, 7333, 12686, 3244, 2202, 69, 54, NA, 165807,  X
199, 214.9, 30685, 8882, 11636, 877, 2321, 7127, 3338, 5417, 70, 48, NA, 70283,  X
200, 215.9, 13733, 18963, 11396, 9711, 9280, 11357, 6209, 7534, 77, 44, NA, 88183,  X
201, 216.9, 6181, 9842, 25487, 13308, 14414, 10691, 4274, 5695, 67, 56, NA, 89892,  X
202, 217.9, 28684, 9996, 9898, 15560, 6236, 7686, 5020, 3094, 66, 78, NA, 86174,  X
203, 218.9, 51082, 6501, 6119, 12984, 22128, 9688, 4217, 1521, 67, 75, NA, 114240,  X
204, 219.9, 4715, 9984, 6047, 2581, 8952, 6869, 3171, 5655, 69, 70, NA, 47974,  X
205, 220.9, 16360, 29736, 4192, 8408, 5666, 3413, 2131, 3239, 61, 61, NA, 73145,  X
206, 221.9, 34521, 19061, 4812, 20739, 23014, 8786, 3525, 1928, 61, 54, NA, 116386,  X
207, 222.9, 7940, 12046, 15428, 5769, 5563, 10881, 2172, 2378, 60, 57, NA, 62177,  X
208, 223.9, 26803, 17082, 7438, 2302, 8558, 5839, 2655, 2240, 56, 56, NA, 72917,  X
209, 224.9, 3501, 3518, 1812, 4227, 10440, 6282, 2075, 1815, 69, 54, NA, 33670,  X
210, 225.9, 26520, 24588, 9149, 2651, 18771, 7072, 2845, 694, 69, 48, NA, 92290,  X
211, 226.9, 17489, 32641, 8404, 16174, 15510, 13387, 2006, 1126, 67, 43, NA, 106737,  X
212, 227.9, 3702, 9218, 22969, 45707, 14278, 15723, 2019, 2132, 67, 57, NA, 115748,  X
213, 228.9, 13273, 12157, 3845, 4140, 7479, 10651, 3150, 2004, 67, 56, NA, 56699,  X
214, 229.9, 26142, 14776, 6377, 4403, 12611, 6862, 3362, 1473, 69, 60, NA, 76006,  X
215, 230.9, 20513, 10008, 3294, 9479, 10173, 25029, 4064, 2323, 80, 56, NA, 84883,  X
216, 231.9, 35414, 5958, 4060, 7066, 11960, 11713, 7981, 1728, 88, 43, NA, 85880,  X
217, 232.9, 4357, 42004, 4935, 9508, 4713, 12181, 10177, 1019, 81, 41, NA, 88894,  X
218, 233.9, 47117, 24161, 12281, 2070, 17120, 5885, 1375, 1181, 77, 43, NA, 111190,  X
219, 234.9, 4986, 10945, 2608, 37618, 5032, 6206, 2529, 3346, 61, 57, NA, 73270,  X
220, 235.9, 5073, 10026, 6722, 4625, 4173, 8804, 2724, 1311, 60, 61, NA, 43458,  X
221, 236.9, 37013, 21776, 13479, 6603, 10085, 3931, 7733, 1518, 53, 67, NA, 102138,  X
222, 237.9, 7193, 13148, 9815, 37055, 16203, 11429, 2519, 780, 54, 80, NA, 98142,  X
223, 238.9, 22409, 11514, 5499, 2915, 15312, 7899, 5557, 1834, 63, 63, NA, 72939,  X
224, 239.9, 11158, 10455, 6746, 6829, 10291, 9142, 1309, 1694, 63, 61, NA, 57624,  X
225, 240.9, 6846, 12479, 6506, 7538, 15628, 6315, 2540, 1186, 69, 57, NA, 59038,  X
226, 241.9, 7415, 7855, 11961, 2783, 42231, 6411, 2450, 2156, 74, 47, NA, 83262,  X
227, 242.9, 7999, 14238, 6299, 3894, 4619, 6112, 5697, 3095, 69, 50, NA, 51953,  X
228, 243.9, 12478, 38165, 15130, 10980, 7465, 9689, 3234, 2727, 63, 50, NA, 99868,  X
229, 244.9, 6343, 17150, 5345, 7278, 13968, 13019, 5766, 3582, 66, 48, NA, 72451,  X
230, 245.9, 13072, 15064, 3829, 6161, 3989, 5904, 4086, 3298, 64, 50, NA, 55403,  X
231, 246.9, 26093, 5604, 9429, 10030, 7078, 6020, 3914, 2410, 63, 60, NA, 70578,  X
232, 247.9, 2862, 20799, 5287, 21798, 19198, 14816, 3216, 2723, 69, 60, NA, 90699,  X
233, 248.9, 17307, 11899, 3973, 11761, 3694, 31760, 5033, 2974, 77, 61, NA, 88401,  X
234, 249.9, 2400, 20270, 1020, 9188, 9559, 3616, 3681, 1114, 74, 57, NA, 50848,  X
235, 250.9, 16377, 10818, 12603, 10197, 13810, 8245, 2185, 1803, 74, 54, NA, 76038,  X
236, 251.9, 1649129, 13341, 3189, 7209, 3414, 3979, 2701, 2840, 69, 54, NA, 1685802,  X
237, 252.9, 1376781, 453034, 55014, 201737, 117734, 44695, 44202, 47035, 48, 56, NA, 2340232,  X
238, 256.0, 1370382, 392027, 166153, 124978, 49337, 50400, 45949, 22490, 44, 61, NA, 2221716,  X
239, 256.9, 2548175, 353057, 108537, 26523, 175883, 70928, 122474, 56359, 41, 53, NA, 3461936,  X
240, 257.9, 1726041, 922643, 244025, 342879, 52640, 67694, 114180, 129630, 30, 53, NA, 3599732,  X
241, 258.9, 1080960, 112539, 172130, 117161, 85548, 103133, 93672, 89293, 41, 60, NA, 1854436,  X
242, 259.9, 1191950, 870392, 662882, 326206, 64940, 97067, 101091, 191856, 38, 64, NA, 3506384,  X
243, 260.9, 1890014, 180499, 6480, 99082, 28682, 38492, 39613, 34306, 38, 67, NA, 2317168,  X
244, 261.9, 154811, 200926, 56320, 14757, 24816, 8280, 20020, 12655, 35, 63, NA, 492585,  X
245, 262.9, 2202443, 782020, 860508, 77346, 166741, 134479, 131265, 132739, 27, 61, NA, 4487541,  X
246, 263.9, 1429199, 1041141, 413908, 116593, 115123, 196639, 255752, 136680, 35, 53, NA, 3705035,  X
247, 264.9, 2349882, 1276633, 1045786, 156642, 359838, 161520, 272322, 120584, 29, 57, NA, 5743207,  X
248, 265.9, 354682, 50228, 62925, 98091, 37852, 19214, 41134, 47923, 37, 74, NA, 712049,  X
