obs; time; Delta; Theta; Alpha1; Alpha2; Beta1; Beta2; Gamma1; Gamma2; Attention; Meditation; Derived; totPwr; class 
39; 44.0;4802;5165;4347;12038;20370;10634;5408;8126;94;78; NA;70890;  X*
40; 45.0;44584;24338;14431;5846;3362;4941;11916;4706;100;70; NA;114124;  X*
41; 46.0;11259;13541;9655;11145;3079;2714;5568;4128;77;84; NA;61089;  X*
42; 47.0;16775;5283;48656;6641;3841;7371;8277;2440;60;93; NA;99284;  X*
43; 48.0;153971;38096;8349;312;2948;1678;749;1355;21;81; NA;207458;  X*
44; 49.0;180358;3648;8307;8976;2149;3297;1437;922;24;91; NA;209094;  X*
45; 50.0;1703035;83010;23823;22193;23915;7085;20624;5898;20;78; NA;1889583;  X*
46; 51.0;19008;19538;260;1694;4364;9226;6011;3500;40;37; NA;63601;  X*
47; 52.0;12471;35270;3476;1361;23437;11218;6281;5570;69;26; NA;99084;  X*
48; 53.0;10795;1751;4375;9700;9429;12517;4600;7095;88;13; NA;60262;  X*
49; 54.0;196284;105701;9970;4281;9226;14971;15798;5044;97;1; NA;361275;  X*
50; 55.0;26041;9347;3984;6630;4590;6498;4843;6375;90;21; NA;68308;  X*
51; 56.0;29289;19282;12544;6786;7715;9403;5475;2849;84;43; NA;93343;  X*
52; 57.0;5190;5675;13399;3626;11395;11225;5697;2513;78;43; NA;58720;  X*
53; 58.0;1499258;40559;15260;10162;18515;12901;7366;4435;83;56; NA;1608456;  X*
54; 59.0;89711;54119;21231;6607;9155;8216;5703;3422;67;53; NA;198164;  X*
55; 60.0;1672;7112;13454;6975;7689;7790;6719;4420;69;56; NA;55831;  X*
56; 61.0;21691;24873;15409;2267;4156;6033;1935;2770;54;54; NA;79134;  X*
57; 62.0;4752;11028;11230;7392;4435;5520;7104;3452;54;64; NA;54913;  X*
58; 63.0;15536;8055;10308;3690;4497;7516;4777;2791;69;70; NA;57170;  X*
59; 64.0;15387;5522;946;3517;7099;5276;4142;3185;78;57; NA;45074;  X*
60; 65.0;542946;66273;43039;9709;17066;5750;9542;7498;64;60; NA;701823;  X*
61; 66.0;153035;103805;34877;7679;6110;9939;9197;7229;51;50; NA;331871;  X*
62; 67.0;25947;11665;12160;8234;3690;8927;12866;4762;48;51; NA;88251;  X*
63; 68.0;7920;16082;3270;11524;18724;14157;8940;2539;44;54; NA;83156;  X*
64; 69.0;923204;31576;8147;9806;4434;5354;2042;1433;54;51; NA;985996;  X*
65; 70.0;832766;107063;14273;3472;9743;2088;2790;2865;44;41; NA;975060;  X*
66; 71.0;48947;23289;5004;847;2440;3133;2512;1320;37;26; NA;87492;  X*
67; 72.0;153758;80893;7099;11125;6337;7103;6835;2649;16;21; NA;275799;  X*
68; 73.0;77110;31925;3116;4872;3173;1904;1236;1462;11;13; NA;124798;  X*
69; 74.0;339527;83102;11524;3708;8167;12045;10865;6644;34;13; NA;475582;  X*
70; 75.1;1538085;535275;39498;11501;17774;11612;6959;7941;14;4; NA;2168645;  X*
71; 76.0;366106;62568;15877;7293;3817;16976;9215;5701;26;10; NA;487553;  X*
72; 77.0;115550;10772;7516;40093;8532;15138;9615;4899;44;27; NA;212115;  X*
73; 78.0;1051131;42411;28362;10118;16830;7408;7137;9813;43;41; NA;1173210;  X*
74; 79.0;57270;9268;646;589;1996;3568;3026;2007;74;41; NA;78370;  X*
75; 80.0;228140;48961;3774;19063;16408;7546;4859;5011;64;43; NA;333762;  X*
76; 81.0;365072;20979;8550;30879;10094;6364;10834;7670;56;40; NA;460442;  X*
77; 82.0;142145;61775;25157;53016;7188;15334;7907;7883;56;44; NA;320405;  X*
78; 83.0;570577;51079;3944;12723;7068;5090;2059;1205;40;57; NA;653745;  X*
79; 84.0;1262149;47187;100402;133199;30133;40208;7453;6591;43;78; NA;1627322;  X*
80; 85.0;1208681;205291;16956;62113;36247;30246;6843;6025;43;64; NA;1572402;  X*
81; 86.0;981612;297062;8400;41688;20861;10112;4627;2213;27;44; NA;1366575;  X*
82; 87.0;678232;33841;21751;18017;7057;4049;5862;1874;26;57; NA;770683;  X*
83; 88.0;273209;29174;14813;7774;2913;5732;3822;1872;24;44; NA;339309;  X*
84; 89.0;375376;522564;44539;37623;26737;39096;7103;5809;20;38; NA;1058847;  X*
85; 90.0;130540;23721;5436;4968;2902;1098;1182;596;20;48; NA;170443;  X*
86; 92.0;1019109;45501;8664;3215;5927;2344;936;609;16;34; NA;1086305;  X*
87; 93.0;612455;19931;18811;25125;5866;10949;3570;1115;20;40; NA;697822;  X*
88; 94.0;827489;321301;66545;80071;126073;48169;18970;9817;24;47; NA;1498435;  X*
89; 95.0;110583;193279;19100;12479;33980;13463;2395;1257;34;37; NA;386536;  X*
90; 97.0;253138;28813;4857;7248;3767;3236;1780;811;40;40; NA;303650;  X*
91; 98.0;385484;66581;34810;22903;56736;18922;5727;2870;35;44; NA;594033;  X*
92; 99.0;1212488;41314;44042;18700;13429;4818;2916;1425;30;66; NA;1339132;  X*
93; 100.0;377422;17608;10935;8176;11195;19269;3794;2145;53;69; NA;450544;  X*
94; 101.0;249347;83106;15999;20461;6023;4683;5654;475;47;57; NA;385748;  X*
95; 102.0;969126;130120;55174;31880;17641;23639;14248;3477;43;60; NA;1245305;  X*
96; 103.0;1098828;90507;18803;51149;73617;54788;15454;6733;64;47; NA;1409879;  X*
97; 104.0;666857;261579;8607;51402;22978;21005;7059;2667;43;38; NA;1042154;  X*
98; 105.0;25022;12857;2149;1769;3287;1914;3568;2182;53;34; NA;52748;  X*
99; 106.0;1045388;46556;29919;14598;43809;29614;19634;6530;64;29; NA;1236048;  X*
100; 107.0;414911;21328;12533;24494;9948;15493;737;770;63;40; NA;500214;  X*
101; 109.0;1247708;262838;87266;4657;61309;37060;9777;2246;67;41; NA;1712861;  X*
102; 110.0;635799;35361;3096;7619;4157;4310;1735;336;67;43; NA;692413;  X*
103; 111.0;135107;69241;9244;12579;5679;2601;473;496;41;40; NA;235420;  X*
104; 112.0;2923046;390322;157193;124699;212229;91563;69198;16095;34;34; NA;3984345;  X*
105; 113.0;85099;15352;1058;1242;2255;1931;869;60;34;24; NA;107866;  X*
106; 114.0;911710;69894;120802;67554;90227;28119;23007;8401;35;40; NA;1319714;  X*
107; 115.0;925946;255512;56535;79173;106176;91511;41558;15024;57;41; NA;1571435;  X*
108; 116.0;813006;276829;11835;7924;67126;47974;21708;1682;57;20; NA;1248084;  X*
109; 116.9;200177;63747;32144;14756;12919;39994;3963;1614;70;35; NA;369314;  X*
110; 118.0;1422990;308837;199188;250612;169515;271082;107485;9418;84;29; NA;2739127;  X*
111; 131.0;2241033;570988;223170;132155;205797;350964;165688;20140;88;29; NA;3909935;  X*
112; 148.0;1269374;179461;70724;62930;21472;5362;2573;733;64;56; NA;1612629;  X*
113; 149.0;310036;49049;17654;12377;11402;25274;6662;20301;64;54; NA;452755;  X*
114; 149.9;65061;12706;3109;5773;3796;2196;3693;1592;50;53; NA;97926;  X*
115; 150.9;43865;37109;7143;7942;14608;11805;4541;7265;47;50; NA;134278;  X*
116; 152.0;91075;45707;34083;7632;13339;11888;1581;5113;67;48; NA;210418;  X*
117; 153.0;177760;27957;31512;23609;36391;41040;9286;7245;74;53; NA;354800;  X*
118; 153.9;13387;11057;52733;8151;12984;7710;3894;5089;75;66; NA;115005;  X*
119; 154.9;98801;20561;4759;5457;4764;2454;1345;757;61;70; NA;138898;  X*
120; 155.9;57552;56904;15665;12405;7625;7754;4321;1581;57;67; NA;163807;  X*
121; 157.0;129960;6936;40164;33463;18608;15001;3751;3227;48;80; NA;251110;  X*
122; 158.0;280690;89270;34856;22238;13284;9826;6668;2506;41;66; NA;459338;  X*
123; 159.0;264702;7956;3870;1542;4267;4477;868;438;57;64; NA;288120;  X*
124; 159.9;1305473;329430;23311;32278;55407;41473;15783;12409;60;53; NA;1815564;  X*
125; 161.0;2095668;35661;15509;1744;8747;13768;4121;5907;63;34; NA;2181125;  X*
126; 162.0;903781;144152;18523;6195;11166;6239;2765;3417;56;21; NA;1096238;  X*
127; 163.0;872423;149071;54008;6962;19874;9834;4563;2805;37;23; NA;1119540;  X*
128; 163.9;1419181;28849;10771;5448;5856;5529;2958;1969;37;37; NA;1480561;  X*
129; 165.0;2206122;98749;25580;27346;53099;7039;3710;3597;16;38; NA;2425242;  X*
130; 166.0;2598194;38446;14139;1673;6929;4487;841;406;24;44; NA;2665115;  X*
131; 167.0;2269896;26241;8221;3763;2714;10384;2430;777;43;43; NA;2324426;  X*
132; 168.0;1864458;41909;18602;7352;7988;18110;2159;635;51;41; NA;1961213;  X*
133; 170.9;192255;7526;1654;4131;1389;1472;552;201;63;47; NA;209180;  X*
134; 172.0;55572;8491;14625;1581;1522;4963;5327;3558;70;60; NA;95639;  X*
135; 172.9;370779;233114;14884;10225;7497;10711;4669;10064;51;48; NA;661943;  X*
136; 174.0;310843;162309;24332;24122;3481;5995;3270;6748;27;44; NA;541100;  X*
137; 174.9;174152;26583;1463;4385;9252;4076;5633;3738;27;30; NA;229282;  X*
138; 175.9;1258705;80487;17084;8578;5606;4569;3586;2147;13;16; NA;1380762;  X*
139; 177.0;776213;14363;1808;2662;7663;4078;1676;2851;29;23; NA;811314;  X*
140; 177.9;250885;93238;12806;17381;9532;14544;15369;10945;47;23; NA;424700;  X*
141; 178.9;40687;69723;8802;9412;13759;23088;12081;11047;54;23; NA;188599;  X*
142; 179.9;1691066;67324;24870;26535;19247;12628;14600;5423;63;29; NA;1861693;  X*
143; 180.9;11145;3404;23546;8441;11154;10426;8564;22900;67;50; NA;99580;  X
144; 181.9;587748;41517;8614;7902;10025;16047;9766;6795;77;50; NA;688414;  X
145; 182.9;900;11801;11782;14423;8482;6081;9335;8734;69;69; NA;71538;  X
146; 184.0;3561;13515;18489;5754;14571;10488;8044;5037;80;70; NA;79459;  X
147; 185.0;9166;14498;18470;6014;5854;7696;5912;4716;77;66; NA;72326;  X
148; 185.9;23333;17084;11044;3031;21014;8518;7177;7490;77;67; NA;98691;  X
149; 187.0;85775;17043;31278;12097;5776;14998;7963;4956;81;69; NA;179886;  X
150; 187.9;16906;4915;23477;5432;11702;13624;4416;4816;87;75; NA;85288;  X
151; 189.0;9087;26478;20596;9548;6147;18740;13290;3922;91;70; NA;107808;  X
152; 189.9;8419;16016;10453;3151;6655;5188;4674;15196;87;77; NA;69752;  X
153; 190.9;43008;13972;2865;2637;2685;3531;2096;2091;83;61; NA;72885;  X
154; 192.0;21447;7477;29888;3586;14697;6128;4252;4939;74;64; NA;92414;  X
155; 192.9;6824;10806;12855;1206;5635;15310;10491;4723;78;61; NA;67850;  X
156; 194.0;26353;11989;10022;2937;16413;5676;4841;6138;81;57; NA;84369;  X
157; 197.9;141938;74414;13340;23584;10746;20540;11582;6994;83;61; NA;303138;  X
158; 198.9;352131;206159;24586;4596;9121;18066;5345;8544;75;37; NA;628548;  X
159; 200.0;157840;28440;6808;21152;13180;12839;4644;4241;64;38; NA;249144;  X
160; 201.0;2426;26628;6803;10572;27115;12585;4979;3769;67;35; NA;94877;  X
161; 202.0;47231;15669;24311;3511;18569;6078;4704;2921;63;41; NA;122994;  X
162; 202.9;88638;220580;21851;9058;10038;13762;7989;12168;60;41; NA;384084;  X
163; 204.0;283957;221980;20967;35646;24613;17307;5825;4537;47;30; NA;614832;  X
164; 204.9;365261;36973;8429;28295;19299;7449;10846;3876;35;40; NA;480428;  X
165; 205.9;60452;33297;10251;5857;2703;1888;2369;1489;20;35; NA;118306;  X
166; 206.9;79891;19896;9943;13003;7959;18299;4973;7040;43;48; NA;161004;  X
167; 207.9;381569;60836;2273;1729;13838;9969;5185;6419;51;35; NA;481818;  X
168; 208.9;25398;15867;25399;3196;33036;11284;10915;7615;63;34; NA;132710;  X
169; 209.9;69719;20710;3717;2272;4038;2397;2598;1409;70;26; NA;106860;  X
170; 210.9;14702;11576;16413;18214;5947;12433;8509;5623;66;35; NA;93417;  X
171; 211.9;8621;13175;18843;2569;22425;18225;6799;3249;80;56; NA;93906;  X
172; 213.0;244460;124054;23087;5048;14693;14122;15467;7894;67;47; NA;448825;  X
173; 214.0;14669;20398;22004;9912;8078;5761;3572;6716;70;61; NA;91110;  X
174; 215.0;7176;8806;3167;9573;9677;9321;17391;6410;77;51; NA;71521;  X
175; 215.9;60661;64994;8471;5774;7300;6620;10819;4075;56;43; NA;168714;  X
176; 217.0;207182;47873;9846;7126;17682;12111;7640;6688;64;47; NA;316148;  X
177; 217.9;21276;10168;10112;5845;6692;8316;5203;4493;77;43; NA;72105;  X
178; 218.9;10607;7626;23900;6728;4447;12797;6553;5140;74;51; NA;77798;  X
179; 220.1;13804;37979;12504;3469;13322;11925;5472;4813;83;54; NA;103288;  X
180; 220.9;80200;82469;26131;4388;2988;4480;3090;916;66;60; NA;204662;  X
181; 221.9;1770624;143910;60502;42354;9798;11075;3989;1401;43;57; NA;2043653;  X
182; 223.0;133122;45846;15836;5450;10398;15020;7569;6006;38;44; NA;239247;  X
183; 223.9;252887;106516;21708;16512;14383;9727;8890;14984;26;47; NA;445607;  X
184; 224.9;44096;23293;9026;30146;8072;19223;11331;6524;48;54; NA;151711;  X
185; 225.9;80893;18611;12680;11926;18971;16257;25257;8675;74;51; NA;193270;  X
186; 226.9;6128;7539;22952;7695;8494;12443;6312;14494;78;64; NA;86057;  X
187; 227.9;6341;24906;15525;8386;15396;12603;13895;6036;93;69; NA;103088;  X
188; 229.0;22890;9489;27438;1706;10981;7812;11966;17052;88;74; NA;109334;  X
189; 230.0;543094;29713;32564;11146;9685;8923;20503;5734;77;80; NA;661362;  X
190; 230.9;5978;38935;17228;23327;7790;11144;10804;2863;66;75; NA;118069;  X
191; 232.0;36294;30784;23172;7594;12312;17874;6613;6553;66;77; NA;141196;  X
192; 232.9;10179;32257;24475;5799;5699;12236;10215;4762;64;69; NA;105622;  X
193; 234.0;6608;16573;26701;6096;8914;9639;8620;10216;69;70; NA;93367;  X
194; 234.9;25557;33458;29168;16053;19427;12145;16299;10140;70;70; NA;162247;  X
195; 235.9;52653;39582;22732;9066;17878;14078;10414;7382;66;69; NA;173785;  X
196; 236.9;81048;169877;45874;24948;13196;13313;10989;13357;54;66; NA;372602;  X
197; 237.9;950856;204745;83856;30913;10148;10707;13654;10826;37;60; NA;1315705;  X
198; 238.9;164539;39288;5964;17672;11385;17979;14053;12438;43;51; NA;283318;  X
199; 239.9;35942;41928;10110;5859;8122;18117;11817;10871;48;44; NA;142766;  X
200; 241.0;46220;10912;16612;45212;19152;13654;20486;9736;61;57; NA;181984;  X
201; 241.9;10986;17780;23766;15799;7103;19224;7261;13815;84;63; NA;115734;  X
202; 242.9;30081;40459;29344;9699;20615;19789;6940;9889;84;67; NA;166816;  X
203; 243.9;26619;15431;17246;15286;14101;17358;6408;8117;87;80; NA;120566;  X
204; 245.0;7770;14970;8606;1909;12218;17951;8446;12934;100;60; NA;84804;  X
205; 245.9;211682;19579;21511;705;2219;2596;4187;1897;83;60; NA;264376;  X
206; 247.0;15194;40301;4604;2782;5139;11257;25552;9320;83;48; NA;114149;  X
207; 248.0;30894;15843;4762;14453;33562;9260;14137;2159;78;40; NA;125070;  X
208; 248.9;4015;10791;17294;1371;2531;9726;9728;4431;69;53; NA;59887;  X
209; 249.9;4292;23844;14267;6527;15944;10668;5332;7049;84;44; NA;87923;  X
210; 250.9;18663;20408;9205;18379;8196;7765;9822;9291;83;61; NA;101729;  X
211; 251.9;21456;30124;31237;5284;13133;8554;6838;4161;75;69; NA;120787;  X
212; 252.9;5855;19805;7730;5603;7411;8836;7338;8129;70;63; NA;70707;  X
213; 253.9;10011;20538;12731;4086;15512;16500;14584;4751;78;60; NA;98713;  X
214; 255.0;10656;16106;8725;16552;9733;11914;8082;4664;83;57; NA;86432;  X
215; 255.9;31102;28738;1180;9792;6697;11715;8564;7424;91;48; NA;105212;  X
216; 256.9;18278;21931;14747;2203;13558;10125;11893;4904;91;48; NA;97639;  X
217; 258.0;28477;15838;11451;3813;8867;9879;5568;5833;88;50; NA;89726;  X
218; 258.9;87218;68052;6634;3726;6449;2127;1738;1263;63;35; NA;177207;  X
219; 260.0;50564;16999;31124;12371;12539;6128;9055;10427;50;51; NA;149207;  X
220; 261.1;130206;122546;51881;13808;10290;11499;9985;8053;35;53; NA;358268;  X
221; 262.1;37015;74886;13717;15053;5466;5843;3187;4294;16;51; NA;159461;  X
222; 262.9;6750;28907;862;11513;5387;9397;5347;2811;40;57; NA;70974;  X
223; 264.0;28887;22896;37616;6742;5611;9947;7320;13471;43;57; NA;132490;  X
224; 265.1;21337;18566;7016;15692;8335;5996;10915;9798;51;60; NA;97655;  X
225; 265.9;12824;28907;4363;6536;16473;7848;5283;2783;66;54; NA;85017;  X
226; 267.1;32729;25261;8231;20401;9398;13168;11644;6714;66;63; NA;127546;  X
227; 267.9;12638;5940;10826;2603;15869;7286;16617;5064;78;53; NA;76843;  X
228; 269.0;8784;13721;4031;2569;6627;4937;7946;6164;84;44; NA;54779;  X
229; 269.9;49011;11557;5121;4503;8163;2530;1340;2116;78;51; NA;84341;  X
230; 271.0;72895;15276;44032;7337;12183;2868;7069;6340;57;63; NA;168000;  X
231; 273.0;91848;17227;78311;22713;7752;10004;10607;7014;41;80; NA;245476;  X
232; 273.9;18395;12309;21794;7849;4581;11051;8049;5968;51;96; NA;89996;  X
233; 275.0;28239;24869;10336;16542;8275;13483;3061;6411;70;87; NA;111216;  X
234; 275.9;39973;5828;15143;2211;6335;11013;5912;6601;91;74; NA;93016;  X
235; 277.0;2359;4045;24309;1555;7329;7986;11860;6109;91;83; NA;65552;  X
236; 277.9;12502;31768;18066;16611;18554;11680;7586;4561;87;75; NA;121328;  X
237; 278.9;19255;62521;37985;9217;35604;19537;8287;5550;81;70; NA;197956;  X
238; 280.0;7188;27033;5670;7354;11447;11452;10703;4028;77;60; NA;84875;  X
239; 280.9;7974;21809;13777;6312;17239;12411;10625;4755;78;48; NA;94902;  X
240; 281.9;508712;277692;6004;42160;23204;13101;21053;6465;63;35; NA;898391;  X
241; 282.9;52103;115181;26942;4714;11599;14592;5767;4936;56;29; NA;235834;  X
242; 283.9;135273;59695;39479;12951;13900;18703;12007;10203;51;38; NA;302211;  X
243; 285.0;303407;54787;28987;30226;27615;20807;7658;4877;47;41; NA;478364;  X
244; 285.9;632030;69314;5681;3105;4081;4800;2609;2765;51;38; NA;724385;  X
245; 287.0;918403;28738;24180;26092;7093;4458;791;635;44;56; NA;1010390;  X
246; 288.0;1261081;163747;46616;34698;74100;30778;3629;2922;41;50; NA;1617571;  X
247; 288.9;557949;32119;9715;1480;7504;4985;1554;1687;37;40; NA;616993;  X
248; 289.9;122501;7840;4372;10993;1817;2120;511;928;41;66; NA;151082;  X
249; 290.9;439186;3389;1636;920;1354;624;285;205;48;54; NA;447599;  X
250; 291.9;1445002;163300;74214;75896;46780;19312;16080;2946;40;64; NA;1843530;  X
251; 292.9;673032;31283;6217;4664;2907;4007;2372;605;37;64; NA;725087;  X
252; 294.0;1280745;90414;8055;2019;2620;1888;1782;2512;20;38; NA;1390035;  X
253; 294.9;593624;203534;24577;15179;18976;20969;6637;5089;17;27; NA;888585;  X
254; 295.9;1541080;130013;64135;24167;43991;44763;41272;11087;29;23; NA;1900508;  X
255; 296.9;1489378;127227;40438;14670;28989;18097;17993;7755;29;24; NA;1744547;  X
256; 298.0;40070;29245;26303;7713;4247;6419;4288;6011;48;47; NA;124296;  X
257; 298.9;22983;37502;18117;19499;9785;4212;3586;2404;43;61; NA;118088;  X
258; 299.9;15628;10665;20850;3858;6174;5139;4204;5846;40;74; NA;72364;  X
259; 300.9;1121071;62788;28340;3867;8519;5788;5929;1427;35;77; NA;1237729;  X
260; 301.9;306511;2674;1285;1103;837;585;283;160;38;70; NA;313438;  X
261; 303.0;113969;29278;7320;18105;8496;10955;4076;4336;51;67; NA;196535;  X
262; 303.9;129567;112691;125329;51634;10398;21109;13499;9272;43;67; NA;473499;  X
263; 305.0;46722;19905;17210;7527;7404;6681;8740;7492;54;74; NA;121681;  X
264; 305.9;280298;214936;12357;4179;13398;8853;9167;3831;41;53; NA;547019;  X
265; 306.9;50726;6297;16341;4614;21400;5488;5759;9802;41;53; NA;120427;  X
266; 308.0;297281;105246;33239;6687;19223;6223;7792;10966;35;40; NA;486657;  X
267; 309.0;350146;57566;30760;6981;11015;21731;15017;2635;40;35; NA;495851;  X
268; 309.9;1979608;1028069;139403;80982;33546;26446;14235;7142;34;44; NA;3309431;  X
269; 310.9;837517;6129;1919;2607;500;1158;221;238;26;43; NA;850289;  X
270; 312.0;349806;76253;15325;51485;2515;9107;25350;5624;30;53; NA;535465;  X
271; 312.9;117348;25343;26873;13299;8100;18468;3803;6967;34;60; NA;220201;  X
272; 313.9;10178;10324;25589;9756;6948;8425;5647;5180;57;80; NA;82047;  X
273; 314.9;21558;21701;6729;9970;7721;10183;4777;5507;66;78; NA;88146;  X
274; 315.9;43145;18495;17730;9713;10224;6469;6426;4692;75;77; NA;116894;  X
275; 316.9;7292;36121;33191;9026;8881;7075;7442;3776;61;78; NA;112804;  X
276; 317.9;544851;205476;76594;12411;9149;9558;9756;6652;43;64; NA;874447;  X
277; 318.9;224361;8566;43552;7607;7509;8634;2889;3647;37;80; NA;306765;  X
278; 320.0;736444;21825;980;10398;4526;2982;1985;668;30;74; NA;779808;  X
279; 320.9;185007;57639;69741;7760;1761;16260;7366;2634;35;75; NA;348168;  X
280; 322.9;87329;16543;86293;10502;22461;7323;13815;4533;41;91; NA;248799;  X
281; 324.0;28526;13751;820;7538;4287;1873;430;673;37;77; NA;57898;  X
282; 324.9;1609414;23070;9324;24886;5613;5373;1739;874;38;84; NA;1680293;  X
283; 325.9;233437;37614;8661;15635;13056;6829;2902;3130;37;77; NA;321264;  X
284; 326.9;82441;74806;24013;14810;13644;10035;8359;6753;40;60; NA;234861;  X
285; 327.9;81184;23531;23340;6519;9113;6345;10505;8215;43;64; NA;168752;  X
286; 328.9;28083;12626;19031;1072;14440;4807;5051;3914;48;60; NA;89024;  X
287; 329.9;6072;6000;15896;7865;6318;6199;5204;5991;54;70; NA;59545;  X
288; 331.0;44723;12801;45255;4404;4177;11918;4284;3072;63;87; NA;130634;  X
289; 331.9;1128877;44346;4398;40249;5146;7125;1316;3101;57;87; NA;1234558;  X
290; 332.9;74317;4460;2409;5641;3922;1997;1623;701;60;88; NA;95070;  X
291; 333.9;58779;53671;1535;3648;4406;3167;1200;842;44;61; NA;127248;  X
292; 334.9;2393375;52598;10451;13942;3875;4249;2772;1579;30;48; NA;2482841;  X
293; 335.9;41876;2733;1015;1257;927;1078;343;634;43;43; NA;49863;  X
294; 340.9;414847;144566;42142;17189;10864;19609;26863;14032;38;35; NA;690112;  X
295; 341.9;2139693;249315;70111;36466;12533;9241;3164;2144;30;50; NA;2522667;  X
296; 342.9;101533;11238;584;2874;3393;3195;807;926;44;43; NA;124550;  X
297; 344.0;711449;387349;39536;122592;87366;25856;28924;9236;27;38; NA;1412308;  X
298; 344.9;248627;164118;22005;23545;30815;9904;8808;6171;20;34; NA;513993;  X
299; 347.0;1665469;650796;15952;43165;28142;27974;8921;3690;23;17; NA;2444109;  X
300; 347.9;287034;53609;15977;20691;22123;25833;9871;7182;26;24; NA;442320;  X
301; 349.0;451757;56484;20851;4397;27502;20590;13290;14635;47;23; NA;609506;  X
302; 350.0;1076982;231005;35206;8811;7760;9743;10858;12795;43;20; NA;1393160;  X
303; 351.0;124329;20776;61943;18549;10545;23048;9960;8810;61;48; NA;277960;  X
304; 351.9;32605;38662;76178;3684;16580;11435;15873;6215;50;60; NA;201232;  X
305; 352.9;33524;17376;14833;20382;15139;17574;12132;8036;53;69; NA;138996;  X
306; 353.9;12371;6123;34493;12420;17072;13975;6275;3224;77;90; NA;105953;  X
307; 354.9;15509;31327;11059;9267;7337;22429;5116;5313;83;75; NA;107357;  X
308; 355.9;17925;21932;2355;11935;7404;8467;9430;4628;93;63; NA;84076;  X
309; 356.9;35418;8490;7811;14688;30049;5321;9393;7729;84;60; NA;118899;  X
310; 358.0;233971;147205;17596;17413;12265;12375;5454;5594;69;41; NA;451873;  X
311; 358.9;217848;78130;23169;9613;14307;18312;7726;6517;60;41; NA;375622;  X
